ID,Pred
2021_3112_3397,0.6723858934994501
2021_3112_3400,0.7764488728878726
2021_3112_3401,0.5175293009801181
2021_3112_3407,0.9750381029572681
2021_3112_3413,0.9718695943352843
2021_3112_3416,0.893015030183548
2021_3112_3417,0.4389287427672331
2021_3112_3430,0.9965443588650409
2021_3112_3433,0.9713861749049618
2021_3112_3439,0.8108478191251923
2021_3112_3448,0.8861262548178296
2021_3112_3450,0.8589090441192292
2021_3112_3452,0.7640376303338269
2021_3112_3460,0.9693706441373223
2021_3112_3461,0.9762870530351178
2021_3116_3124,0.11746105069404594
2021_3116_3125,0.9170176561114824
2021_3116_3133,0.9041898285667566
2021_3116_3140,0.8433678098545786
2021_3116_3141,0.9011080646000603
2021_3116_3163,0.0705767313903558
2021_3116_3180,0.9611781790061716
2021_3116_3195,0.7998540714960685
2021_3116_3199,0.7411950801640304
2021_3116_3208,0.5
2021_3116_3210,0.648801923431041
2021_3116_3211,0.5610712572327669
2021_3116_3219,0.9822917158772176
2021_3116_3226,0.9056982939764414
2021_3116_3231,0.3714282104498325
2021_3116_3234,0.5610712572327669
2021_3116_3235,0.5653852427095518
2021_3116_3238,0.9758776631610644
2021_3116_3246,0.5262804905822384
2021_3116_3250,0.9649193980192275
2021_3116_3257,0.24557837814645794
2021_3116_3265,0.9630943519361632
2021_3116_3266,0.7344105107388983
2021_3116_3268,0.14109095588077075
2021_3116_3273,0.9816711992685492
2021_3116_3276,0.5994896798948739
2021_3116_3277,0.7478658368757638
2021_3116_3283,0.603692781445365
2021_3116_3291,0.9850976322901794
2021_3116_3292,0.9457537085527664
2021_3116_3299,0.9807002237370184
2021_3116_3301,0.22355112711212752
2021_3116_3314,0.7703020767216011
2021_3116_3321,0.5910399768370884
2021_3116_3329,0.6723858934994494
2021_3116_3332,0.36734329388188114
2021_3116_3333,0.5567480217420808
2021_3116_3353,0.5567480217420808
2021_3116_3355,0.8081435118748888
2021_3116_3372,0.8135228036442448
2021_3116_3376,0.10532105851043694
2021_3116_3377,0.7445447617776575
2021_3116_3378,0.7445447617776575
2021_3116_3390,0.0
2021_3116_3392,0.9703950340853036
2021_3116_3393,0.6800646639002762
2021_3116_3397,0.491232654683386
2021_3116_3400,0.6203470811722838
2021_3116_3401,0.3353862850978554
2021_3116_3407,0.9483903260519728
2021_3116_3413,0.9420403813178445
2021_3116_3416,0.797031930748983
2021_3116_3417,0.26902404181385586
2021_3116_3430,0.9926830413186181
2021_3116_3433,0.9410754283579565
2021_3116_3439,0.6685112876741709
2021_3116_3448,0.7854476620591412
2021_3116_3450,0.7411950801640304
2021_3116_3452,0.603692781445365
2021_3116_3460,0.91
2021_3116_3461,0.9509054443170337
2021_3124_3125,0.9880994060233798
2021_3124_3133,0.986093113005578
2021_3124_3140,0.9758776631610644
2021_3124_3141,0.9856038490798262
2021_3124_3163,0.3632773384683911
2021_3124_3180,0.9946530806673728
2021_3124_3195,0.967769436224027
2021_3124_3199,0.9555908967213982
2021_3124_3208,0.8825389493059541
2021_3124_3210,0.93279721941326
2021_3124_3211,0.9056982939764414
2021_3124_3219,0.9976063799287438
2021_3124_3226,0.9863315606544188
2021_3124_3231,0.8161685351432649
2021_3124_3234,0.9056982939764414
2021_3124_3235,0.9071854475313939
2021_3124_3238,0.99
2021_3124_3246,0.8930150301835477
2021_3124_3250,0.995184519685143
2021_3124_3257,0.7097892870112438
2021_3124_3265,0.9949257173261826
2021_3124_3266,0.9540784956016699
2021_3124_3268,0.5524161732700563
2021_3124_3273,0.9975211507683811
2021_3124_3276,0.9183423957176635
2021_3124_3277,0.9570557297058889
2021_3124_3283,0.9196478401140241
2021_3124_3291,0.9979906182262035
2021_3124_3292,0.992423839126739
2021_3124_3299,0.9973875982633051
2021_3124_3301,0.6838680878486137
2021_3124_3314,0.9618272813584903
2021_3124_3321,0.9156733985621675
2021_3124_3329,0.9391001912213875
2021_3124_3332,0.8135228036442448
2021_3124_3333,0.9041898285667566
2021_3124_3353,0.9041898285667566
2021_3124_3355,0.9693706441373221
2021_3124_3372,0.9703950340853036
2021_3124_3376,0.46934962515068074
2021_3124_3377,0.956329174161324
2021_3124_3378,0.956329174161324
2021_3124_3390,0.0
2021_3124_3392,0.9959559535798428
2021_3124_3393,0.9410754283579565
2021_3124_3397,0.8788540846919748
2021_3124_3400,0.9246810980340935
2021_3124_3401,0.7912989669633926
2021_3124_3407,0.992809321918955
2021_3124_3413,0.9918777908958357
2021_3124_3416,0.967217932523185
2021_3124_3417,0.7344105107388983
2021_3124_3430,0.9990199366356562
2021_3124_3433,0.9917352872021645
2021_3124_3439,0.9380895048833473
2021_3124_3448,0.9649193980192275
2021_3124_3450,0.9555908967213982
2021_3124_3452,0.9196478401140241
2021_3124_3460,0.9911400549648152
2021_3124_3461,0.993175325832919
2021_3125_3133,0.46062460404089084
2021_3125_3140,0.3276141065005505
2021_3125_3141,0.45192364595646756
2021_3125_3163,0.006824674167080959
2021_3125_3180,0.69140125108759
2021_3125_3195,0.2655894892611017
2021_3125_3199,0.2058197636631497
2021_3125_3208,0.08298234388851744
2021_3125_3210,0.14322950812915772
2021_3125_3211,0.14
2021_3125_3219,0.8338769266703783
2021_3125_3226,0.4649844358647292
2021_3125_3231,0.050758049290166696
2021_3125_3234,0.10368002110208646
2021_3125_3235,0.10532105851043716
2021_3125_3238,0.7854476620591417
2021_3125_3246,0.09134848614322229
2021_3125_3250,0.7133882683288885
2021_3125_3257,0.02861382509503824
2021_3125_3265,0.7025118579855629
2021_3125_3266,0.2001459285039316
2021_3125_3268,0.014647105067146012
2021_3125_3273,0.828961342752704
2021_3125_3276,0.11929118269349492
2021_3125_3277,0.21161188992289137
2021_3125_3283,0.12114591530802526
2021_3125_3291,0.8567704918708425
2021_3125_3292,0.6120526538204781
2021_3125_3299,0.8213725546316408
2021_3125_3301,0.025392288477598203
2021_3125_3314,0.2328154708845536
2021_3125_3321,0.11565530892773694
2021_3125_3329,0.1566321901454214
2021_3125_3332,0.04991973782104937
2021_3125_3333,0.10206163629506876
2021_3125_3353,0.10206163629506876
2021_3125_3355,0.27597675766045704
2021_3125_3372,0.28303958460776224
2021_3125_3376,0.010540327336975129
2021_3125_3377,0.2087010330366074
2021_3125_3378,0.2087010330366074
2021_3125_3390,0.0
2021_3125_3392,0.7478658368757644
2021_3125_3393,0.16132126892454027
2021_3125_3397,0.0803521598859758
2021_3125_3400,0.1288149874182132
2021_3125_3401,0.043670825838675965
2021_3125_3407,0.6244684113262858
2021_3125_3413,0.5952718867894803
2021_3125_3416,0.26218305747597676
2021_3125_3417,0.03223056377597303
2021_3125_3430,0.9246810980340935
2021_3125_3433,0.591039976837089
2021_3125_3439,0.1543295697087128
2021_3125_3448,0.24884183375014526
2021_3125_3450,0.2058197636631497
2021_3125_3452,0.12114591530802526
2021_3125_3460,0.5739829436562754
2021_3125_3461,0.6367226615316088
2021_3133_3140,0.3632773384683911
2021_3133_3141,0.491232654683386
2021_3133_3163,0.007982142743353297
2021_3133_3180,0.724023242339543
2021_3133_3195,0.2974881420144371
2021_3133_3199,0.2328154708845536
2021_3133_3208,0.09581017143324352
2021_3133_3210,0.16370801245627226
2021_3133_3211,0.11929118269349462
2021_3133_3219,0.8546050121300495
2021_3133_3226,0.504384009667008
2021_3133_3231,0.058924571642043566
2021_3133_3234,0.11929118269349462
2021_3133_3235,0.12114591530802526
2021_3133_3238,0.8108478191251919
2021_3133_3246,0.10532105851043694
2021_3133_3250,0.7445447617776575
2021_3133_3257,0.03334268293870029
2021_3133_3265,0.7344105107388983
2021_3133_3266,0.22660979076770538
2021_3133_3268,0.017108408822650814
2021_3133_3273,0.8501925841768613
2021_3133_3276,0.1368939243813426
2021_3133_3277,0.2391385453835408
2021_3133_3283,0.13897915468910343
2021_3133_3291,0.8750699861008342
2021_3133_3292,0.648801923431041
2021_3133_3299,0.8433678098545786
2021_3133_3301,0.02960496591469648
2021_3133_3314,0.26218305747597626
2021_3133_3321,0.1328024380835008
2021_3133_3329,0.1786274453683592
2021_3133_3332,0.057959618682155364
2021_3133_3333,0.11746105069404594
2021_3133_3353,0.11746105069404594
2021_3133_3355,0.30859874891240996
2021_3133_3372,0.31613191215138575
2021_3133_3376,0.0123201555531306
2021_3133_3377,0.2359623696661731
2021_3133_3378,0.2359623696661731
2021_3133_3390,0.0
2021_3133_3392,0.776448872887872
2021_3133_3393,0.18383146485673493
2021_3133_3397,0.09281455246860609
2021_3133_3400,0.18
2021_3133_3401,0.050758049290166564
2021_3133_3407,0.6606935749540316
2021_3133_3413,0.6326567061181182
2021_3133_3416,0.293836272474856
2021_3133_3417,0.03753404549497166
2021_3133_3430,0.9349627305490975
2021_3133_3433,0.6285717895501676
2021_3133_3439,0.17606898184768
2021_3133_3448,0.27949451589028335
2021_3133_3450,0.2328154708845536
2021_3133_3452,0.13897915468910343
2021_3133_3460,0.6120526538204775
2021_3133_3461,0.6723858934994494
2021_3140_3141,0.6285717895501676
2021_3140_3163,0.013906886994421993
2021_3140_3180,0.8213725546316408
2021_3140_3195,0.4260170563437246
2021_3140_3199,0.34721274938581853
2021_3140_3208,0.1566321901454214
2021_3140_3210,0.2554552382223425
2021_3140_3211,0.19185648812511089
2021_3140_3219,0.9115212835664013
2021_3140_3226,0.6407691667214586
2021_3140_3231,0.09889193539993961
2021_3140_3234,0.19185648812511089
2021_3140_3235,0.19459018023871888
2021_3140_3238,0.8825389493059541
2021_3140_3246,0.17103865724729597
2021_3140_3250,0.8362919875437278
2021_3140_3257,0.057009510580867
2021_3140_3265,0.828961342752704
2021_3140_3266,0.3393064250459684
2021_3140_3268,0.02960496591469648
2021_3140_3273,0.9086515138567778
2021_3140_3276,0.21752237159140186
2021_3140_3277,0.3552042567617431
2021_3140_3283,0.22052197607495744
2021_3140_3291,0.9246810980340935
2021_3140_3292,0.7640376303338269
2021_3140_3299,0.9041898285667566
2021_3140_3301,0.050758049290166564
2021_3140_3314,0.38379168117235796
2021_3140_3321,0.21161188992289137
2021_3140_3329,0.27597675766045704
2021_3140_3332,0.09734017315908357
2021_3140_3333,0.1891521808748081
2021_3140_3353,0.22
2021_3140_3355,0.4389287427672325
2021_3140_3372,0.447583826729943
2021_3140_3376,0.021395344199358377
2021_3140_3377,0.351198076568959
2021_3140_3378,0.351198076568959
2021_3140_3390,0.0
2021_3140_3392,0.858909044119229
2021_3140_3393,0.28303958460776224
2021_3140_3397,0.15205469661888515
2021_3140_3400,0.2328154708845536
2021_3140_3401,0.08569060018440874
2021_3140_3407,0.7733902092322946
2021_3140_3413,0.7511581662498549
2021_3140_3416,0.4217345857020071
2021_3140_3417,0.06397901995195794
2021_3140_3430,0.9618272813584904
2021_3140_3433,0.7478658368757644
2021_3140_3439,0.2724865301640797
2021_3140_3448,0.40472811321051966
2021_3140_3450,0.34721274938581853
2021_3140_3452,0.22052197607495744
2021_3140_3460,0.7344105107388983
2021_3140_3461,0.7824776284085981
2021_3141_3163,0.00826471279783552
2021_3141_3180,0.730975958186144
2021_3141_3195,0.30486967850836444
2021_3141_3199,0.2391385453835412
2021_3141_3208,0.09889193539993961
2021_3141_3210,0.16856658052968002
2021_3141_3211,0.12302545694653015
2021_3141_3219,0.858909044119229
2021_3141_3226,0.5131493333458561
2021_3141_3231,0.060899808778612466
2021_3141_3234,0.16
2021_3141_3235,0.1249300138991658
2021_3141_3238,0.8161685351432649
2021_3141_3246,0.10867197539624483
2021_3141_3250,0.7511581662498549
2021_3141_3257,0.03449180823388089
2021_3141_3265,0.7411950801640304
2021_3141_3266,0.2328154708845536
2021_3141_3268,0.017708284122782213
2021_3141_3273,0.8546050121300495
2021_3141_3276,0.14109095588077106
2021_3141_3277,0.24557837814645794
2021_3141_3283,0.14322950812915744
2021_3141_3291,0.8788540846919748
2021_3141_3292,0.6567512792224185
2021_3141_3299,0.8479453033811148
2021_3141_3301,0.030629355862677708
2021_3141_3314,0.26902404181385586
2021_3141_3321,0.1368939243813426
2021_3141_3329,0.18383146485673493
2021_3141_3332,0.05990456823389587
2021_3141_3333,0.12114591530802526
2021_3141_3353,0.12114591530802526
2021_3141_3355,0.31613191215138575
2021_3141_3372,0.3237628556748857
2021_3141_3376,0.012754318057052943
2021_3141_3377,0.24234391332275163
2021_3141_3378,0.24234391332275163
2021_3141_3390,0.0
2021_3141_3392,0.7824776284085981
2021_3141_3393,0.1891521808748081
2021_3141_3397,0.09581017143324352
2021_3141_3400,0.15205469661888515
2021_3141_3401,0.05247479737910815
2021_3141_3407,0.6685112876741709
2021_3141_3413,0.6407691667214586
2021_3141_3416,0.30116604143836045
2021_3141_3417,0.038821820993828214
2021_3141_3430,0.9370631694217222
2021_3141_3433,0.6367226615316088
2021_3141_3439,0.18121490928565806
2021_3141_3448,0.2866117316711115
2021_3141_3450,0.2391385453835412
2021_3141_3452,0.14322950812915744
2021_3141_3460,0.6203470811722838
2021_3141_3461,0.6800646639002762
2021_3163_3180,0.9969423340413893
2021_3163_3195,0.981352988049171
2021_3163_3199,0.9741700958911164
2021_3163_3208,0.9294232686096442
2021_3163_3210,0.9605184921636454
2021_3163_3211,0.9439259498614118
2021_3163_3219,0.995
2021_3163_3226,0.9921555272955335
2021_3163_3231,0.8861262548178296
2021_3163_3234,0.9439259498614118
2021_3163_3235,0.944846958245946
2021_3163_3238,0.9981264832558413
2021_3163_3246,0.936020980048042
2021_3163_3250,0.9972468702334789
2021_3163_3257,0.8108478191251919
2021_3163_3265,0.997098583348196
2021_3163_3266,0.9732727327451984
2021_3163_3268,0.6838680878486137
2021_3163_3273,0.9985842039644048
2021_3163_3276,0.9517176792423393
2021_3163_3277,0.9750381029572681
2021_3163_3283,0.9525171473222719
2021_3163_3291,0.9988525721352927
2021_3163_3292,0.9956633684085063
2021_3163_3299,0.9985078397070093
2021_3163_3301,0.7912989669633926
2021_3163_3314,0.977857853091627
2021_3163_3321,0.9500802621789507
2021_3163_3329,0.9643209246682583
2021_3163_3332,0.8843446910722631
2021_3163_3333,0.942990489419133
2021_3163_3353,0.942990489419133
2021_3163_3355,0.9822917158772176
2021_3163_3372,0.982891591177349
2021_3163_3376,0.6078806252312504
2021_3163_3377,0.9746077115224018
2021_3163_3378,0.9746077115224018
2021_3163_3390,0.0
2021_3163_3392,0.9976886854830433
2021_3163_3393,0.9655081917661191
2021_3163_3397,0.9270876967289966
2021_3163_3400,0.9555908967213982
2021_3163_3401,0.8692041953826615
2021_3163_3407,0.995884704151682
2021_3163_3413,0.9953497136537888
2021_3163_3416,0.9810293590406323
2021_3163_3417,0.828961342752704
2021_3163_3430,0.9994405967486006
2021_3163_3433,0.995267834027239
2021_3163_3439,0.963712625352239
2021_3163_3448,0.9796788751799252
2021_3163_3450,0.9741700958911164
2021_3163_3452,0.9525171473222719
2021_3163_3460,0.9949257173261826
2021_3163_3461,0.9960947875294089
2021_3180_3195,0.13897915468910343
2021_3180_3199,0.10368002110208646
2021_3180_3208,0.06
2021_3180_3210,0.06943504079120913
2021_3180_3211,0.04909455568296611
2021_3180_3219,0.6914012510875895
2021_3180_3226,0.27949451589028335
2021_3180_3231,0.023310339049170254
2021_3180_3234,0.04909455568296611
2021_3180_3235,0.04991973782104937
2021_3180_3238,0.6203470811722838
2021_3180_3246,0.04294427029411108
2021_3180_3250,0.5262804905822384
2021_3180_3257,0.01297702855665997
2021_3180_3265,0.5131493333458561
2021_3180_3266,0.10046568199024476
2021_3180_3268,0.006591011738728175
2021_3180_3273,0.6838680878486137
2021_3180_3276,0.057009510580867
2021_3180_3277,0.10698496981645209
2021_3180_3283,0.057959618682155364
2021_3180_3291,0.7275134698359204
2021_3180_3292,0.4132054670458516
2021_3180_3299,0.6723858934994494
2021_3180_3301,0.011495154231666539
2021_3180_3314,0.11929118269349462
2021_3180_3321,0.055153041754054034
2021_3180_3329,0.07654937994607594
2021_3180_3332,0.02291440633290016
2021_3180_3333,0.04828232075766079
2021_3180_3353,0.04828232075766079
2021_3180_3355,0.1453949878699502
2021_3180_3372,0.14980741582313853
2021_3180_3376,0.00473216597276113
2021_3180_3377,0.10532105851043694
2021_3180_3378,0.10532105851043694
2021_3180_3390,0.0
2021_3180_3392,0.5696893467009431
2021_3180_3393,0.0790657885597916
2021_3180_3397,0.03753404549497166
2021_3180_3400,0.06191049511665281
2021_3180_3401,0.019974926369731295
2021_3180_3407,0.4260170563437246
2021_3180_3413,0.39630721855463436
2021_3180_3416,0.1368939243813426
2021_3180_3417,0.014647105067146012
2021_3180_3430,0.8456704302912874
2021_3180_3433,0.3921193747687496
2021_3180_3439,0.07531890196590658
2021_3180_3448,0.12881498741821296
2021_3180_3450,0.10368002110208646
2021_3180_3452,0.057959618682155364
2021_3180_3460,0.3755315886737141
2021_3180_3461,0.4389287427672325
2021_3195_3199,0.41746385403393305
2021_3195_3208,0.2001459285039316
2021_3195_3210,0.31613191215138625
2021_3195_3211,0.24234391332275163
2021_3195_3219,0.93279721941326
2021_3195_3226,0.706163727525144
2021_3195_3231,0.1288149874182132
2021_3195_3234,0.24234391332275163
2021_3195_3235,0.24557837814645844
2021_3195_3238,0.9100967176457002
2021_3195_3246,0.21752237159140186
2021_3195_3250,0.8731402098114025
2021_3195_3257,0.07531890196590658
2021_3195_3265,0.8671975619164992
2021_3195_3266,0.4089600231629116
2021_3195_3268,0.03948150783635449
2021_3195_3273,0.9305649592087909
2021_3195_3276,0.3
2021_3195_3277,0.4260170563437246
2021_3195_3283,0.27597675766045704
2021_3195_3291,0.942990489419133
2021_3195_3292,0.813522803644245
2021_3195_3299,0.9270876967289966
2021_3195_3301,0.06720278058673997
2021_3195_3314,0.4562707888897858
2021_3195_3321,0.2655894892611017
2021_3195_3329,0.3393064250459684
2021_3195_3332,0.12685979018859744
2021_3195_3333,0.2391385453835412
2021_3195_3353,0.2391385453835412
2021_3195_3355,0.5131493333458561
2021_3195_3372,0.5219065766859431
2021_3195_3376,0.02861382509503824
2021_3195_3377,0.4217345857020071
2021_3195_3378,0.4217345857020071
2021_3195_3390,0.0
2021_3195_3392,0.8913280246037553
2021_3195_3393,0.34721274938581853
2021_3195_3397,0.19459018023871888
2021_3195_3400,0.2902107129887562
2021_3195_3401,0.11211614555397424
2021_3195_3407,0.8213725546316408
2021_3195_3413,0.8026466884290266
2021_3195_3416,0.495615990332992
2021_3195_3417,0.08432660143783252
2021_3195_3430,0.9713861749049618
2021_3195_3433,0.7998540714960688
2021_3195_3439,0.3353862850978559
2021_3195_3448,0.47809342331405685
2021_3195_3450,0.41746385403393305
2021_3195_3452,0.27597675766045704
2021_3195_3460,0.7883881100771086
2021_3195_3461,0.828961342752704
2021_3199_3208,0.25880491983596965
2021_3199_3210,0.3921193747687496
2021_3199_3211,0.30859874891240996
2021_3199_3219,0.9509054443170337
2021_3199_3226,0.7703020767216011
2021_3199_3231,0.17103865724729597
2021_3199_3234,0.30859874891240996
2021_3199_3235,0.3123529362705298
2021_3199_3238,0.9338882133223398
2021_3199_3246,0.27949451589028335
2021_3199_3250,0.9056982939764414
2021_3199_3257,0.10206163629506854
2021_3199_3265,0.9011080646000603
2021_3199_3266,0.491232654683386
2021_3199_3268,0.054246291447233475
2021_3199_3273,0.9492419507098333
2021_3199_3276,0.34324872077758145
2021_3199_3277,0.5087673453166134
2021_3199_3283,0.3472127493858179
2021_3199_3291,0.9584743448755456
2021_3199_3292,0.858909044119229
2021_3199_3299,0.9466463931193573
2021_3199_3301,0.0913484861432221
2021_3199_3314,0.5393753959591092
2021_3199_3321,0.3353862850978554
2021_3199_3329,0.4174638540339325
2021_3199_3332,0.16856658052967968
2021_3199_3333,0.33
2021_3199_3353,0.30486967850836444
2021_3199_3355,0.5952718867894797
2021_3199_3372,0.603692781445365
2021_3199_3376,0.03948150783635449
2021_3199_3377,0.504384009667008
2021_3199_3378,0.504384009667008
2021_3199_3390,0.0
2021_3199_3392,0.9196478401140241
2021_3199_3393,0.4260170563437246
2021_3199_3397,0.2521341631242356
2021_3199_3400,0.3632773384683911
2021_3199_3401,0.14980741582313853
2021_3199_3407,0.8651649187782144
2021_3199_3413,0.8501925841768613
2021_3199_3416,0.5782654142979928
2021_3199_3417,0.11387374518217049
2021_3199_3430,0.9793268031102801
2021_3199_3433,0.8479453033811148
2021_3199_3439,0.4132054670458516
2021_3199_3448,0.5610712572327669
2021_3199_3450,0.5
2021_3199_3452,0.3472127493858179
2021_3199_3460,0.8386787310754598
2021_3199_3461,0.8711850125817867
2021_3208_3210,0.648801923431041
2021_3208_3211,0.5610712572327669
2021_3208_3219,0.9822917158772176
2021_3208_3226,0.9056982939764414
2021_3208_3231,0.3714282104498325
2021_3208_3234,0.5610712572327669
2021_3208_3235,0.5653852427095518
2021_3208_3238,0.9758776631610644
2021_3208_3246,0.5262804905822384
2021_3208_3250,0.9649193980192275
2021_3208_3257,0.24557837814645794
2021_3208_3265,0.9630943519361632
2021_3208_3266,0.7344105107388983
2021_3208_3268,0.14109095588077075
2021_3208_3273,0.9816711992685492
2021_3208_3276,0.5994896798948739
2021_3208_3277,0.7478658368757638
2021_3208_3283,0.603692781445365
2021_3208_3291,0.9850976322901794
2021_3208_3292,0.9457537085527664
2021_3208_3299,0.9807002237370184
2021_3208_3301,0.22355112711212752
2021_3208_3314,0.7703020767216011
2021_3208_3321,0.5910399768370884
2021_3208_3329,0.6723858934994494
2021_3208_3332,0.36734329388188114
2021_3208_3333,0.5567480217420808
2021_3208_3353,0.5567480217420808
2021_3208_3355,0.8081435118748888
2021_3208_3372,0.8135228036442448
2021_3208_3376,0.10532105851043694
2021_3208_3377,0.7445447617776575
2021_3208_3378,0.7445447617776575
2021_3208_3390,0.0
2021_3208_3392,0.9703950340853036
2021_3208_3393,0.6800646639002762
2021_3208_3397,0.491232654683386
2021_3208_3400,0.6203470811722838
2021_3208_3401,0.3353862850978554
2021_3208_3407,0.9483903260519728
2021_3208_3413,0.9420403813178445
2021_3208_3416,0.797031930748983
2021_3208_3417,0.26902404181385586
2021_3208_3430,0.9926830413186181
2021_3208_3433,0.9410754283579565
2021_3208_3439,0.6685112876741709
2021_3208_3448,0.7854476620591412
2021_3208_3450,0.7411950801640304
2021_3208_3452,0.603692781445365
2021_3208_3460,0.9370631694217221
2021_3208_3461,0.9509054443170337
2021_3210_3211,0.40896002316291097
2021_3210_3219,0.967769436224027
2021_3210_3226,0.8386787310754598
2021_3210_3231,0.24234391332275163
2021_3210_3234,0.40896002316291097
2021_3210_3235,0.4132054670458516
2021_3210_3238,0.956329174161324
2021_3210_3246,0.3755315886737141
2021_3210_3250,0.9370631694217221
2021_3210_3257,0.14980741582313853
2021_3210_3265,0.9338882133223398
2021_3210_3266,0.5994896798948739
2021_3210_3268,0.08165760428233619
2021_3210_3273,0.9666573170612995
2021_3210_3276,0.447583826729943
2021_3210_3277,0.6162083188276415
2021_3210_3283,0.4519236459564669
2021_3210_3291,0.9728127516319299
2021_3210_3292,0.9041898285667566
2021_3210_3299,0.9649193980192275
2021_3210_3301,0.13483508122178525
2021_3210_3314,0.6447957432382564
2021_3210_3321,0.4389287427672325
2021_3210_3329,0.5262804905822384
2021_3210_3332,0.2391385453835408
2021_3210_3333,0.40472811321051966
2021_3210_3353,0.40472811321051966
2021_3210_3355,0.695130321491635
2021_3210_3372,0.68
2021_3210_3376,0.05990456823389587
2021_3210_3377,0.6120526538204775
2021_3210_3378,0.6120526538204775
2021_3210_3390,0.0
2021_3210_3392,0.9466463931193573
2021_3210_3393,0.5350155641352708
2021_3210_3397,0.34324872077758145
2021_3210_3400,0.46934962515068074
2021_3210_3401,0.21455233794085837
2021_3210_3407,0.9086515138567778
2021_3210_3413,0.8979383637049312
2021_3210_3416,0.6800646639002762
2021_3210_3417,0.1661230733296218
2021_3210_3430,0.9865659755756652
2021_3210_3433,0.8963199788979136
2021_3210_3439,0.5219065766859431
2021_3210_3448,0.664613714902144
2021_3210_3450,0.6078806252312504
2021_3210_3452,0.4519236459564669
